Time                Sys  Sat              P1             L1             D1             S1 M1             P2             L2             D2             S2 M2
2024-06-07 13:00:00  C   C14   24368050.7660 126890896.8250      2224.7660        39.6000  I  24368042.6720 103109239.2470      1807.8050        41.1000  I
2024-06-07 13:00:00  C   C16   36490821.8520 190017581.8570       -50.0390        47.8000  I  36490815.4260 154404953.2530       -40.6600        45.4000  I
2024-06-07 13:00:00  C   C21   22648105.4140 117935000.4130      -434.3830        50.5000  I  22648095.5660  95831965.2890      -352.9730        50.1000  I
2024-06-07 13:00:00  C   C22   25626129.2580 133442139.7310     -2033.9960        35.7000  I  25626125.0200 108432723.3750     -1652.7890        39.6000  I
2024-06-07 13:00:00  C   C24   24614488.9840 128174204.4170      3252.9770        39.9000  I  24614484.9530 104152063.2980      2643.3130        41.2000  I
2024-06-07 13:00:00  C   C26   22090035.3590 115028871.8610      1351.3670        49.9000  I  22090030.2700  93470460.7310      1098.0980        49.8000  I
2024-06-07 13:00:00  C   C34   25942297.4450 135088264.1400     -2291.1330        36.9000  I  25942300.4260 109770266.1420     -1861.7340        38.3000  I
2024-06-07 13:00:00  C   C38   36046801.2270 187705197.2660      -437.3320        49.1000  I  36046793.7540 152525834.6080      -355.3670        49.8000  I
2024-06-07 13:00:00  C   C39   36094321.1090 187952930.2630      -134.4450        48.9000  I  36094312.2460 152727254.8420      -109.2460        50.1000  I
2024-06-07 13:00:00  C   C42   23045790.3200 120005701.1480      1616.1050        47.5000  I  23045793.8980  97514569.6560      1313.2190        48.5000  I
2024-06-07 13:00:00  C   C43   25934266.4770 135046514.8470     -1440.5940        35.1000  I  25934266.0900 109736346.7460     -1170.6020        39.0000  I
2024-06-07 13:00:00  C   C45   23471489.5310 122222513.0380     -1750.8440        45.4000  I  23471478.4100  99315886.1320     -1422.7030        47.2000  I
2024-06-07 13:00:00  C   C50   22308686.7030 116167617.9020       650.6910        49.6000  I  22308670.3550  94395806.7300       528.7380        50.0000  I
2024-06-07 13:00:00  C   C59   37306695.8750 194265764.7250       -29.5230        44.5000  I  37306677.8670 157856813.6710       -23.9880        46.4000  I
2024-06-07 13:00:00  C   C60   37804123.3440 196856048.2460       -43.2810        42.5000  I  37804103.6330 159961707.3930       -35.1680        44.0000  I
2024-06-07 13:00:00  C   C62   38746101.5700 201761153.3770        35.8790        41.4000  I  38746096.5200 163947464.5910        29.1520        40.9000  I
2024-06-07 13:00:00  E   E04   28597223.7730 150279649.1912     -1677.8010        31.6000  X  28597234.8200 112221575.7700     -1252.9020        31.4000  X
2024-06-07 13:00:00  E   E05   22847377.7110 120064153.9190       511.5550        49.9000  X  22847386.3750  89658078.5210       382.0040        47.3000  X
2024-06-07 13:00:00  E   E09   24987793.4220 131312066.4400     -1047.4800        47.6000  X  24987802.2110  98057484.5480      -782.2110        45.5000  X
2024-06-07 13:00:00  E   E24   25962708.8130 136435132.6330      2293.3870        44.0000  X  25962720.2810 101883382.1040      1712.5940        43.1000  X
2024-06-07 13:00:00  E   E31   26055379.0310 136922199.3090       267.5350        42.8000  X  26055391.8950 102246822.9240       199.7850        41.5000  X
2024-06-07 13:00:00  E   E34   25056669.2890 131673740.0620      -151.0470        46.6000  X  25056678.9880  98327719.7020      -112.7930        44.9000  X
2024-06-07 13:00:00  E   E36   25271859.6090 132804613.6810     -2499.6410        46.1000  X  25271870.8670  99172188.0830     -1866.6170        44.2000  X
2024-06-07 13:00:00  E   E03   27511755.9920 144575328.5980      1555.0000        37.8000  X  27511770.9960 107962181.0680      1161.1990        37.3000  X
2024-06-07 13:00:00  G   G10   21226645.4450 111546858.7900      2235.3630        49.3000  C  21226658.9340  86919741.2070      1741.8400        51.5000  W
2024-06-07 13:00:00  G   G12   22694549.2730 119260794.2570      1808.9300        42.5000  C  22694562.6290  92930608.0560      1409.5550        31.6000  W
2024-06-07 13:00:00  G   G15   24260808.2580 127491561.0730     -2573.1910        34.4000  C  24260822.9490  99344255.4350     -2005.0860        17.8000  W
2024-06-07 13:00:00  G   G18   23339824.8440 122651661.7240     -3415.3240        42.6000  X  23339843.3010  95572770.7200     -2661.2930        26.5000  W
2024-06-07 13:00:00  G   G23   20102302.2340 105638701.2760       -62.0120        51.6000  X  20102315.1250  82315884.2180       -48.3200        45.9000  W
2024-06-07 13:00:00  G   G24   22039469.9300 115818440.9140     -3008.3320        42.1000  C  22039485.2380  90248361.6070     -2344.1560        34.2000  W
2024-06-07 13:00:00  G   G25   22509732.3050 118289525.4380      2975.0230        40.6000  C  22509750.9380  92173815.3780      2318.1990        38.7000  W
2024-06-07 13:00:00  G   G28   23412101.0510 123031622.2990      3083.3710        42.1000  X  23412117.8090  95868944.5860      2402.6250        27.6000  W
2024-06-07 13:00:00  G   G32   22589805.7270 118710461.7100      1481.5350        46.0000  C  22589819.6680  92501856.1940      1154.4410        43.9000  W
2024-06-07 13:00:00  R   R02   21359929.0740 113981012.8530     -1080.1370        48.3000  P  21359938.3870  88652010.3410      -840.1050        42.2000  P
2024-06-07 13:00:00  R   R03   20585278.0000 110194878.1830      1194.7660        50.3000  P  20585285.1250  85707188.2730       929.2620        45.6000  P
2024-06-07 13:00:00  R   R04   23138284.0120 123904673.4530      2424.3790        41.1000  P  23138293.8200  96370105.3930      1885.6290        35.9000  P
2024-06-07 13:00:00  R   R12   21702113.8750 115929012.5310     -2733.4020        47.2000  P  21702124.7850  90167074.1150     -2125.9800        43.0000  P
2024-06-07 13:00:00  R   R13   19748589.0900 105456629.2340       636.9650        40.2000  P  19748597.4690  82021929.4780       495.4180        43.1000  P
2024-06-07 13:00:00  R   R14   22014353.2500 117348951.8530      4147.9960        46.1000  P  22014365.9450  91271452.1120      3226.2190        41.7000  P
2024-06-07 13:00:00  R   R17   23884917.4060 127812950.6750     -3805.4650        36.0000  P  23884935.1250  99410075.6500     -2959.8050        34.3000  P
2024-06-07 13:00:00  R   R18   22191082.0700 118457528.7450     -2649.2110        44.1000  P  22191092.2930  92133660.6570     -2060.4960        42.1000  P
2024-06-07 13:00:00  R   R19   22469989.1880 120199323.3960       -92.0940        34.3000  P  22469998.0000  93488389.1270       -71.6290        37.5000  P
2024-06-07 14:00:00  C   C01   37354404.9060 194514226.6500       -47.4450        41.2000  I  37354400.2070 158058740.6040       -38.5510        41.3000  I
2024-06-07 14:00:00  C   C02   37329636.7270 194385300.6540       -27.3550        39.0000  I  37329629.1520 157953988.0730       -22.2270        41.7000  I
2024-06-07 14:00:00  C   C03   36675721.3130 190980160.2050       -46.9690        43.2000  I  36675713.7380 155187016.4920       -38.1640        44.4000  I
2024-06-07 14:00:00  C   C04   38846284.4140 202282817.4920       -44.0270        36.3000  I  38846279.9530 164371347.3840       -35.7730        38.1000  I
2024-06-07 14:00:00  C   C05   39584984.6170         0.0000        -4.6090        33.6000  I  39584979.6480         0.0000        -3.7460        35.9000  I
2024-06-07 14:00:00  C   C06   36210917.4450 188560103.7060      -154.9530        45.4000  I  36210907.7660 153220626.7060      -125.9100        46.4000  I
2024-06-07 14:00:00  C   C13   35757805.1880 186200367.4480      -494.8980        48.7000  I  35757800.4840 151303065.1810      -402.1450        47.9000  I
2024-06-07 14:00:00  C   C14   22848038.4610 118975826.4030      2083.4410        45.2000  I  22848029.0270  96677602.9560      1692.9650        47.4000  I
2024-06-07 14:00:00  C   C16   36612130.0390 190649271.2060      -263.3520        47.3000  I  36612123.2500 154918254.0220      -213.9960        44.9000  I
2024-06-07 14:00:00  C   C21   23269561.3200 121171065.6980     -1419.3160        47.8000  I  23269552.1760  98461529.7390     -1153.3130        48.1000  I
2024-06-07 14:00:00  C   C24   22622314.7190 117800532.3750      2364.1560        48.3000  I  22622307.1990  95722624.9640      1921.0700        48.3000  I
2024-06-07 14:00:00  C   C26   21802287.9530 113530508.5990      -518.7270        49.9000  I  21802282.3130  92252920.4480      -421.5080        51.1000  I
2024-06-07 14:00:00  C   C33   25468873.1090 132623110.3030      2672.1410        40.0000  I  25468882.6910 107767184.3500      2171.3320        39.6000  I
2024-06-07 14:00:00  C   C38   36553641.2890 190344449.9890     -1031.1210        47.9000  I  36553633.6560 154670444.3130      -837.8710        47.6000  I
2024-06-07 14:00:00  C   C39   36252840.5630 188778388.5300      -285.8980        48.8000  I  36252831.4770 153398008.4430      -232.3160        50.0000  I
2024-06-07 14:00:00  C   C42   22094348.1640 115051300.4370      1026.0630        49.6000  I  22094350.7340  93488715.4040       833.7580        50.9000  I
2024-06-07 14:00:00  C   C45   25125304.5000 130834338.8120     -2872.1250        39.3000  I  25125295.2270 106313694.8110     -2333.8360        41.2000  I
2024-06-07 14:00:00  C   C50   22151327.9610 115348215.6570      -287.7030        50.3000  I  22151311.6050  93729976.2420      -233.7810        50.4000  I
2024-06-07 14:00:00  C   C59   37330182.2110 194388072.0130       -38.0470        43.9000  I  37330164.2150 157956199.6600       -30.9180        46.4000  I
2024-06-07 14:00:00  C   C60   37837167.9920 197028131.6260       -51.4610        42.7000  I  37837146.8010 160101541.9580       -41.8160        44.3000  I
2024-06-07 14:00:00  C   C62   38718344.5310 201616610.3670        43.9060        41.3000  I  38718339.4920 163830010.7060        35.6800        41.4000  I
2024-06-07 14:00:00  E   E03   26455344.4140 139023900.5900      1560.4530        41.4000  X  26455355.3440 103816649.5270      1165.2730        40.4000  X
2024-06-07 14:00:00  E   E05   22546944.0230 118485366.8890       368.6450        49.8000  X  22546952.1600  88479115.1760       275.2890        49.0000  X
2024-06-07 14:00:00  E   E09   25731095.9530 135218117.0030     -1150.5550        44.5000  X  25731106.8710 100974331.5060      -859.1800        43.1000  X
2024-06-07 14:00:00  E   E15   27148918.6560 142668531.7030       576.5550        37.9000  X  27148932.1170 106538218.8940       430.5430        40.0000  X
2024-06-07 14:00:00  E   E24   24734175.2270 129979187.5240      1156.3400        48.6000  X  24734183.2110  97062397.0010       863.5000        47.2000  X
2024-06-07 14:00:00  E   E25   26192036.0230 137640147.0780      2897.7730        42.1000  X  26192049.5860 102783288.5350      2163.9220        42.4000  X
2024-06-07 14:00:00  E   E31   26424201.9840 138860388.0380     -1325.4140        40.8000  X  26424214.1840 103694174.6520      -989.7580        40.0000  X
2024-06-07 14:00:00  E   E34   25719050.7730 135154574.1180     -1689.6950        44.3000  X  25719061.1020 100927041.8320     -1261.7850        43.0000  X
2024-06-07 14:00:00  E   E36   27162261.0780 142738684.8140     -2848.7420        37.8000  X  27162275.9840 106590471.5370     -2127.3090        38.7000  X
2024-06-07 14:00:00  G   G10   20220216.1170 106258047.2860       521.1330        51.6000  C  20220228.9300  82798591.8520       406.0780        55.7000  W
2024-06-07 14:00:00  G   G12   22141369.2580 116353829.0900      -326.5740        44.3000  C  22141381.5590  90665444.5080      -254.4730        34.2000  W
2024-06-07 14:00:00  G   G21   25449456.9840 133737796.5831       458.8480        32.4000  C         0.0000         0.0000         0.0000        34.2000  -
2024-06-07 14:00:00  G   G23   20851759.7300 109577120.4930     -2117.0040        49.5000  X  20851772.8830  85384780.7200     -1649.6130        39.6000  W
2024-06-07 14:00:00  G   G24   24292459.9300 127657939.0930     -3393.6910        33.4000  C  24292478.0160  99473933.6870     -2644.4340        21.7000  W
2024-06-07 14:00:00  G   G25   20939317.8440 110036994.2770      1371.1210        46.3000  C  20939332.2540  85743285.6160      1068.4060        46.7000  W
2024-06-07 14:00:00  G   G28   21704966.4690 114060628.0180      1831.1130        47.6000  X  21704978.9770  88878574.1020      1426.8400        36.3000  W
2024-06-07 14:00:00  G   G31   24080272.1560 126542583.0630      3173.6250        38.4000  C  24080287.5160  98604824.9640      2472.9530        30.4000  W
2024-06-07 14:00:00  G   G32   21666152.5550 113856646.0710      1207.5310        49.0000  C  21666165.3790  88719666.1230       940.9340        50.2000  W
2024-06-07 14:00:00  R   R03   20002015.1090 107072634.4990       385.3630        51.4000  P  20002021.7340  83278778.5020       299.7270        47.6000  P
2024-06-07 14:00:00  R   R04   21422493.7850 114716734.6960      2601.8910        47.3000  P  21422501.5660  89223941.1040      2023.6910        42.4000  P
2024-06-07 14:00:00  R   R12   24133501.8910 128917022.2610     -4167.3950        37.2000  P  24133513.3870 100268852.6810     -3241.3050        34.1000  P
2024-06-07 14:00:00  R   R13   20389891.6450 108881146.0840     -2408.5980        40.9000  P  20389900.2930  84685441.8100     -1873.3520        41.4000  P
2024-06-07 14:00:00  R   R14   19747754.1600 105266805.8400      2267.0820        52.0000  P  19747761.6950  81874252.7610      1763.2850        48.4000  P
2024-06-07 14:00:00  R   R15   23453109.5000 125326319.0020      4375.6020        39.4000  P  23453121.8480  97476044.6460      3403.2460        34.4000  P
2024-06-07 14:00:00  R   R19   23407626.9450 125215041.0580     -2448.5630        31.0000  P  23407636.9060  97389496.7061     -1904.4380        31.9000  P
2024-06-07 14:00:00  R   R02   22411248.9060 119591011.0090     -2113.9180        44.5000  P  22411262.2340  93015329.9580     -1644.1560        41.1000  P
2024-06-07 15:00:00  C   C01   37387616.5860 194687137.9370       -48.4300        40.8000  I  37387613.3050 158199238.7700       -39.3520        41.7000  I
2024-06-07 15:00:00  C   C02   37352107.3360 194502298.7600       -37.4300        38.3000  I  37352100.6840 158049055.8900       -30.4140        41.2000  I
2024-06-07 15:00:00  C   C03   36709191.4450 191154441.6410       -49.5430        43.2000  I  36709184.3550 155328633.1060       -40.2580        44.0000  I
2024-06-07 15:00:00  C   C04   38875486.5780 202434845.4300       -40.8200        36.6000  I  38875482.1600 164494877.0120       -33.1680        37.0000  I
2024-06-07 15:00:00  C   C05   39591248.7660 206162143.0631       -13.7300        34.3000  I  39591244.4180 167523647.2352       -11.1600        37.4000  I
2024-06-07 15:00:00  C   C06   36342951.8130 189247634.7840      -192.8010        45.2000  I  36342941.7460 153779301.1450      -156.6680        46.0000  I
2024-06-07 15:00:00  C   C13   36339460.3050 189229183.7790     -1182.0510        46.8000  I  36339456.2300 153764223.7340      -960.5120        46.1000  I
2024-06-07 15:00:00  C   C14   21655012.7030 112763442.6660      1226.4180        47.4000  I  21655003.8050  91629533.9510       996.5660        50.9000  I
2024-06-07 15:00:00  C   C16   36803397.6950 191645245.1070      -254.9180        45.9000  I  36803391.7300 155727562.5560      -207.1410        45.0000  I
2024-06-07 15:00:00  C   C21   24639477.2890 128304481.1160     -2520.8050        42.8000  I  24639472.7500 104257993.8180     -2048.3590        42.8000  I
2024-06-07 15:00:00  C   C24   21491236.6330 111910723.1360       858.4610        50.9000  I  21491228.2270  90936675.1510       697.5700        51.0000  I
2024-06-07 15:00:00  C   C25   25182841.7500 131133670.5920      2831.2970        38.7000  I  25182839.2380 106556839.7030      2300.6600        40.4000  I
2024-06-07 15:00:00  C   C26   22702476.2970 118218007.5250     -1953.9380        48.0000  I  22702471.6020  96061893.6180     -1587.7340        48.8000  I
2024-06-07 15:00:00  C   C33   23670534.5470 123258741.0200      2401.4730        45.9000  I  23670541.8910 100157877.9490      1951.3910        47.0000  I
2024-06-07 15:00:00  C   C38   37455420.3520 195040227.9330     -1551.0120        45.3000  I  37455414.0390 158486143.7310     -1260.3240        45.2000  I
2024-06-07 15:00:00  C   C39   36440006.4380 189753000.5390      -224.2730        47.9000  I  36439997.5000 154189958.6720      -182.2420        49.0000  I
2024-06-07 15:00:00  C   C40   40808190.5080 212498950.4491      1552.2660        32.1000  I  40808186.6840 172672784.7731      1261.3440        35.8000  I
2024-06-07 15:00:00  C   C42   21791069.4690 113472043.9410      -254.5860        50.1000  I  21791072.3750  92205439.1330      -206.8750        51.0000  I
2024-06-07 15:00:00  C   C50   22805014.4920 118752104.8670     -1635.6250        49.4000  I  22804999.1410  96495909.5850     -1329.0780        49.3000  I
2024-06-07 15:00:00  C   C56   39585160.6880 206130313.8090      1350.3980        35.0000  I  39585159.4690 167497755.6750      1097.3090        32.8000  I
2024-06-07 15:00:00  C   C59   37359043.9770 194538338.7730       -44.8950        44.5000  I  37359026.2930 158078299.4720       -36.4800        45.8000  I
2024-06-07 15:00:00  C   C60   37874651.4380 197223292.9220       -56.0940        43.0000  I  37874631.5940 160260121.6480       -45.5820        45.2000  I
2024-06-07 15:00:00  C   C62   38686022.6720 201448274.7040        48.6050        41.9000  I  38686019.1090 163693218.7770        39.4960        42.2000  I
2024-06-07 15:00:00  E   E05   22375167.4450 117582666.9530        83.7660        50.3000  X  22375175.9450  87805018.9730        62.5510        49.0000  X
2024-06-07 15:00:00  E   E09   26620401.7810 139891393.7130     -1491.0040        41.2000  X  26620416.6170 104464099.3570     -1113.4100        40.0000  X
2024-06-07 15:00:00  E   E15   27308112.6640 143505086.8740      -990.9490        39.1000  X  27308126.3200 107162915.0960      -739.9960        38.3000  X
2024-06-07 15:00:00  E   E24   24498543.3200 128740934.8190      -492.8950        49.1000  X  24498550.9220  96137728.4130      -368.0700        47.7000  X
2024-06-07 15:00:00  E   E25   24410110.0940 128276109.0170      2158.3910        48.7000  X  24410119.7030  95790676.7470      1611.7850        47.0000  X
2024-06-07 15:00:00  E   E31   27766827.0230 145915893.3740     -2476.0040        37.1000  X  27766840.5270 108962886.5800     -1848.9610        37.3000  X
2024-06-07 15:00:00  E   E34   27177993.5310 142821296.4480     -2398.8830        40.5000  X  27178008.6950 106652170.6450     -1791.3710        39.5000  X
2024-06-07 15:00:00  E   E03   25355880.6880 133246195.0800      1638.8790        45.3000  X  25355889.8550  99502133.6540      1223.8400        44.3000  X
2024-06-07 15:00:00  G   G10   20656799.3670 108552293.0660     -1791.2700        49.6000  C  20656813.4260  84586311.9660     -1395.7970        53.5000  W
2024-06-07 15:00:00  G   G12   23154806.7270 121679466.1090     -2520.3710        41.5000  C  23154820.4140  94815288.1940     -1963.9260        29.0000  W
2024-06-07 15:00:00  G   G21   25650855.0310         0.0000      -957.1020        32.0000  C  25650870.4140         0.0000      -745.7930        12.6000  W
2024-06-07 15:00:00  G   G23   22860000.1250 120130409.3500     -3566.4530        43.9000  X  22860018.6170  93608101.0420     -2779.0550        27.9000  W
2024-06-07 15:00:00  G   G25   20840176.6250 109516003.7880     -1111.7030        45.3000  C  20840191.2730  85337318.5050      -866.2620        47.4000  W
2024-06-07 15:00:00  G   G26   23555196.4220 123783300.1780      3769.6370        36.9000  C  23555214.4100  96454656.2000      2937.3790        30.8000  W
2024-06-07 15:00:00  G   G28   20919910.1880 109935133.2820       501.0040        49.4000  X  20919922.8440  85663903.6560       390.3910        39.3000  W
2024-06-07 15:00:00  G   G29   25515976.9920 134087497.6430      2184.3830        34.4000  C  25515995.7770 104483696.3610      1702.1170        18.3000  W
2024-06-07 15:00:00  G   G31   22247806.8750 116912968.2310      2120.7930        42.4000  C  22247819.2850  91101242.8080      1652.5660        40.9000  W
2024-06-07 15:00:00  G   G32   20998717.9530 110349253.2550       657.6020        50.2000  C  20998731.0660  85986632.4200       512.4180        54.4000  W
2024-06-07 15:00:00  R   R03   20285883.8830 108592186.7780     -1359.0160        50.6000  P  20285891.9530  84460647.4670     -1057.0120        47.0000  P
2024-06-07 15:00:00  R   R04   19844486.8360 106266597.4880      1873.5860        52.3000  P  19844493.1050  82651616.7170      1457.2340        46.8000  P
2024-06-07 15:00:00  R   R05   23075564.5940 123352157.4300      3572.2190        41.5000  P  23075573.7810  95940579.4900      2778.3910        36.3000  P
2024-06-07 15:00:00  R   R13   22640089.8480 120897034.9300     -3947.0120        34.0000  P  22640101.0780  94031121.7030     -3069.8980        33.7000  P
2024-06-07 15:00:00  R   R14   19198257.1020 102337677.9730      -656.3520        52.3000  P  19198264.5270  79596042.4470      -510.4960        48.6000  P
2024-06-07 15:00:00  R   R15   20854052.3630 111437814.1250      3082.2150        49.1000  P  20854060.8520  86673890.8550      2397.2770        44.9000  P
2024-06-07 15:00:00  R   R02   24245954.2620 129381343.9780     -3283.0200        35.3000  P  24245968.0430 100629781.9421     -2553.4570        32.2000  P
2024-06-07 16:00:00  C   C01   37420229.5470 194856967.7090       -45.6370        41.1000  I  37420226.5200 158337240.3360       -37.0820        41.9000  I
2024-06-07 16:00:00  C   C02   37380771.7420 194651557.8380       -45.6600        38.2000  I  37380765.1520 158170340.4710       -37.1020        42.1000  I
2024-06-07 16:00:00  C   C03   36743100.9770 191331017.0790       -48.3280        43.2000  I  36743093.3630 155472115.3070       -39.2700        43.9000  I
2024-06-07 16:00:00  C   C04   38901558.7730 202570614.2730       -34.7810        36.8000  I  38901554.2890 164605201.1560       -28.2620        36.9000  I
2024-06-07 16:00:00  C   C05   39603566.7270 206226263.2801       -21.8910        34.3000  I  39603563.2230 167575745.5862       -17.7850        36.7000  I
2024-06-07 16:00:00  C   C06   36436136.5940 189732873.3700       -53.9140        44.6000  I  36436126.7340 154173597.2270       -43.8090        45.6000  I
2024-06-07 16:00:00  C   C13   37361375.7420 194550545.4960     -1738.1020        43.3000  I  37361372.5200 158088262.0630     -1412.3520        43.3000  I
2024-06-07 16:00:00  C   C14   21333028.8360 111086791.3060      -389.2970        48.6000  I  21333019.6330  90267118.0410      -316.3360        51.5000  I
2024-06-07 16:00:00  C   C16   36924167.6250 192274127.9400       -72.6680        46.4000  I  36924161.0820 156238582.2120       -59.0510        44.3000  I
2024-06-07 16:00:00  C   C21   26660815.1480 138830152.5740     -3220.7190        34.4000  I  26660808.5200 112810971.9300     -2617.0980        35.0000  I
2024-06-07 16:00:00  C   C24   21415154.6950 111514546.8590      -567.2660        50.8000  I  21415146.2230  90614750.0240      -460.9490        51.2000  I
2024-06-07 16:00:00  C   C25   23519833.4380 122474022.8620      1927.7270        45.1000  I  23519828.2460  99520181.0510      1566.4380        45.5000  I
2024-06-07 16:00:00  C   C26   24300951.4380 126541665.6810     -2531.4490        42.9000  I  24300947.8590 102825543.2690     -2057.0080        43.1000  I
2024-06-07 16:00:00  C   C33   22359138.2500 116429977.1980      1233.8950        50.7000  I  22359144.8240  94608952.1730      1002.6410        50.9000  I
2024-06-07 16:00:00  C   C38   38645933.2420 201239494.3170     -1845.7620        42.2000  I  38645929.3090 163523545.7720     -1499.8320        41.2000  I
2024-06-07 16:00:00  C   C39   36529676.8130 190219942.7840       -20.1020        47.9000  I  36529667.7300 154569388.6330       -16.3320        49.0000  I
2024-06-07 16:00:00  C   C40   39637780.4140 206404286.6770      1784.8050        39.1000  I  39637777.7620 167720376.1890      1450.3010        39.0000  I
2024-06-07 16:00:00  C   C41   26063415.3750 135719044.6270      3037.8360        37.8000  I  26063417.9060 110282854.6490      2468.4920        38.8000  I
2024-06-07 16:00:00  C   C42   22528604.6090 117312568.8650     -1876.2500        48.4000  I  22528608.3130  95326177.2650     -1524.6050        50.3000  I
2024-06-07 16:00:00  C   C50   24381997.2500 126963803.1290     -2849.7380        44.1000  I  24381985.5310 103168573.4920     -2315.6450        44.3000  I
2024-06-07 16:00:00  C   C56   38618795.5230 201098176.1560      1404.7850        39.0000  I  38618795.6170 163408727.9280      1141.5040        37.7000  I
2024-06-07 16:00:00  C   C59   37391549.3280 194707607.1050       -48.6990        44.5000  I  37391531.8440 158215844.3090       -39.5700        45.6000  I
2024-06-07 16:00:00  C   C60   37914020.4920 197428305.2760       -57.0310        42.5000  I  37914000.4960 160426712.0960       -46.3440        44.4000  I
2024-06-07 16:00:00  C   C62   38651523.1480 201268636.9720        50.0390        41.7000  I  38651519.4020 163547250.1800        40.6600        42.4000  I
2024-06-07 16:00:00  E   E03   24264241.1880 127509605.8120      1478.7150        49.1000  X  24264250.0550  95218321.4180      1104.2340        48.0000  X
2024-06-07 16:00:00  E   E05   22520361.9060 118345665.9540      -577.3050        50.4000  X  22520370.9800  88374789.8650      -431.1020        49.1000  X
2024-06-07 16:00:00  E   E09   27822287.5940 146207246.8690     -2035.0120        37.6000  X  27822311.0120 109180453.1170     -1519.6520        37.5000  X
2024-06-07 16:00:00  E   E15   28358422.2420 149024472.5941     -1925.5740        29.5000  X  28358435.7620 111284530.0891     -1437.9300        28.3000  X
2024-06-07 16:00:00  E   E24   25352295.7270 133227427.8520     -1903.0550        47.1000  X  25352303.7110  99488029.9370     -1421.1090        45.4000  X
2024-06-07 16:00:00  E   E25   23392221.6250 122927087.6600       743.7420        50.6000  X  23392229.9650  91796283.1760       555.3950        49.7000  X
2024-06-07 16:00:00  E   E02   26014745.4300 136708415.7310      2756.8280        42.9000  X  26014758.1290 102087494.9770      2058.6680        42.2000  X
2024-06-07 16:00:00  G   G03   24306072.3050 127729183.5811      2937.3790        31.6000  C  24306087.7380  99529365.1651      2288.8670        23.0000  W
2024-06-07 16:00:00  G   G10   22510143.6170 118291624.3090     -3411.1720        42.0000  C  22510160.3910  92175387.0020     -2658.0550        40.9000  W
2024-06-07 16:00:00  G   G12   25336397.6480 133143814.0160     -3626.7030        29.0000  C  25336411.0820 103748548.2010     -2826.0000        15.6000  W
2024-06-07 16:00:00  G   G16   24870245.9840 130694009.1931      3991.2380        32.6000  C  24870261.9490 101839558.3261      3110.0550        16.9000  W
2024-06-07 16:00:00  G   G25   22327584.6950 117332367.4880     -3036.3240        39.6000  C  22327599.9530  91427987.5540     -2365.9650        28.9000  W
2024-06-07 16:00:00  G   G26   21277367.3520 111813284.9020      2684.6090        44.6000  C  21277382.3360  87127386.1210      2091.9060        46.3000  W
2024-06-07 16:00:00  G   G28   20920984.3670 109940779.8960      -423.0700        49.5000  X  20920996.8670  85668304.1550      -329.6680        40.0000  W
2024-06-07 16:00:00  G   G29   24115437.1410 126727626.1910      1669.6370        38.4000  C  24115455.2110  98748735.2530      1301.0160        23.3000  W
2024-06-07 16:00:00  G   G31   21188668.1480 111347188.0870       999.6210        47.3000  C  21188679.2230  86764278.4620       778.9260        47.3000  W
2024-06-07 16:00:00  G   G32   20910381.6720 109885037.5270      -508.7770        50.2000  C  20910394.7420  85624904.8010      -396.4490        54.6000  W
2024-06-07 16:00:00  R   R04   19229107.3750 102971275.5310      -255.5430        51.0000  P  19229113.3910  80088590.2190      -198.7540        48.1000  P
2024-06-07 16:00:00  R   R05   20732567.0630 110827538.4980      3134.0310        49.7000  P  20732574.4100  86199220.3230      2437.5820        45.0000  P
2024-06-07 16:00:00  R   R14   20432500.6800 108916881.2500     -2738.8360        51.3000  P  20432508.6290  84713198.1870     -2130.2030        46.7000  P
2024-06-07 16:00:00  R   R15   19547352.0270 104455225.9640       727.3360        51.9000  P  19547358.6990  81242994.6950       565.7070        47.3000  P
2024-06-07 16:00:00  R   R16   22987506.0630 122795078.0730      3378.4570        41.1000  P  22987521.1760  95507259.0140      2627.6880        38.7000  P
2024-06-07 16:00:00  R   R03   21882263.5590 117137649.0200     -3318.8050        45.8000  P  21882276.8320  91107096.9180     -2581.2930        41.8000  P
2024-06-07 17:00:00  C   C01   37449949.0000 195011749.1620       -39.8950        41.3000  I  37449944.4770 158463018.2780       -32.4180        41.6000  I
2024-06-07 17:00:00  C   C02   37414003.2340 194824611.7520       -50.6840        38.5000  I  37413995.9140 158310963.0210       -41.1840        41.6000  I
2024-06-07 17:00:00  C   C03   36775230.2660 191498326.9960       -43.8870        43.2000  I  36775222.8130 155608069.0660       -35.6600        44.6000  I
2024-06-07 17:00:00  C   C04   38922564.1330 202680041.4510       -25.5940        36.4000  I  38922557.9800 164694127.9000       -20.7970        37.6000  I
2024-06-07 17:00:00  C   C05   39621291.1250 206318610.4872       -29.4300        34.2000  I  39621287.2190 167650795.7972       -23.9140        38.6000  I
2024-06-07 17:00:00  C   C06   36396962.9450 189528899.1200       172.4100        45.0000  I  36396952.0860 154007854.6080       140.0980        46.0000  I
2024-06-07 17:00:00  C   C13   38677123.9690 201401953.5690     -2012.8790        39.4000  I  38677122.6840 163655584.5780     -1635.6290        38.9000  I
2024-06-07 17:00:00  C   C14   22226586.4610 115739767.7620     -2140.1840        48.0000  I  22226577.0940  94048040.8170     -1739.0740        49.2000  I
2024-06-07 17:00:00  C   C16   36886241.7270 192076650.5030       185.0900        47.3000  I  36886234.5550 156078118.3010       150.4020        44.1000  I
